Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,1.64452e-06
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,1.76
,
,
,
Label,
TIME,CH1
5.0118e-08,-0.24
5.0518e-08,-0.24
5.0918e-08,-0.232
5.1318e-08,-0.224
5.1718e-08,-0.24
5.2118e-08,-0.256
5.2518e-08,-0.256
5.2918e-08,-0.24
5.3318e-08,-0.256
5.3718e-08,-0.256
5.4118e-08,-0.248
5.4518e-08,-0.216
5.4918e-08,-0.2
5.5318e-08,-0.224
5.5718e-08,-0.216
5.6118e-08,-0.216
5.6518e-08,-0.208
5.6918e-08,-0.208
5.7318e-08,-0.232
5.7718e-08,-0.232
5.8118e-08,-0.24
5.8518e-08,-0.24
5.8918e-08,-0.248
5.9318e-08,-0.24
5.9718e-08,-0.256
6.0118e-08,-0.232
6.0518e-08,-0.232
6.0918e-08,-0.24
6.1318e-08,-0.248
6.1718e-08,-0.264
6.2118e-08,-0.264
6.2518e-08,-0.248
6.2918e-08,-0.24
6.3318e-08,-0.248
6.3718e-08,-0.248
6.4118e-08,-0.232
6.4518e-08,-0.216
6.4918e-08,-0.208
6.5318e-08,-0.216
6.5718e-08,-0.256
6.6118e-08,-0.28
6.6518e-08,-0.296
6.6918e-08,-0.28
6.7318e-08,-0.264
6.7718e-08,-0.248
6.8118e-08,-0.248
6.8518e-08,-0.248
6.8918e-08,-0.24
6.9318e-08,-0.232
6.9718e-08,-0.232
7.0118e-08,-0.256
7.0518e-08,-0.28
7.0918e-08,-0.296
7.1318e-08,-0.288
7.1718e-08,-0.264
7.2118e-08,-0.24
7.2518e-08,-0.232
7.2918e-08,-0.216
7.3318e-08,-0.208
7.3718e-08,-0.2
7.4118e-08,-0.2
7.4518e-08,-0.192
7.4918e-08,-0.208
7.5318e-08,-0.224
7.5718e-08,-0.208
7.6118e-08,-0.216
7.6518e-08,-0.232
7.6918e-08,-0.24
7.7318e-08,-0.248
7.7718e-08,-0.256
7.8118e-08,-0.232
7.8518e-08,-0.232
7.8918e-08,-0.224
7.9318e-08,-0.24
7.9718e-08,-0.264
8.0118e-08,-0.272
8.0518e-08,-0.248
8.0918e-08,-0.248
8.1318e-08,-0.24
8.1718e-08,-0.232
8.2118e-08,-0.24
8.2518e-08,-0.248
8.2918e-08,-0.264
8.3318e-08,-0.264
8.3718e-08,-0.272
8.4118e-08,-0.296
8.4518e-08,-0.312
8.4918e-08,-0.304
8.5318e-08,-0.28
8.5718e-08,-0.256
8.6118e-08,-0.248
8.6518e-08,-0.272
8.6918e-08,-0.28
8.7318e-08,-0.296
8.7718e-08,-0.312
8.8118e-08,-0.312
8.8518e-08,-0.312
8.8918e-08,-0.32
8.9318e-08,-0.32
8.9718e-08,-0.28
9.0118e-08,-0.264
9.0518e-08,-0.248
9.0918e-08,-0.24
9.1318e-08,-0.256
9.1718e-08,-0.264
9.2118e-08,-0.264
9.2518e-08,-0.256
9.2918e-08,-0.24
9.3318e-08,-0.232
9.3718e-08,-0.224
9.4118e-08,-0.216
9.4518e-08,-0.224
9.4918e-08,-0.224
9.5318e-08,-0.224
9.5718e-08,-0.224
9.6118e-08,-0.232
9.6518e-08,-0.232
9.6918e-08,-0.24
9.7318e-08,-0.232
9.7718e-08,-0.232
9.8118e-08,-0.24
9.8518e-08,-0.248
9.8918e-08,-0.24
9.9318e-08,-0.232
9.9718e-08,-0.216
1.0012e-07,-0.216
1.0052e-07,-0.256
1.0092e-07,-0.288
1.0132e-07,-0.288
1.0172e-07,-0.28
1.0212e-07,-0.264
1.0252e-07,-0.256
1.0292e-07,-0.272
1.0332e-07,-0.264
1.0372e-07,-0.272
1.0412e-07,-0.28
1.0452e-07,-0.28
1.0492e-07,-0.288
1.0532e-07,-0.328
1.0572e-07,-0.328
1.0612e-07,-0.32
1.0652e-07,-0.32
1.0692e-07,-0.288
1.0732e-07,-0.28
1.0772e-07,-0.28
1.0812e-07,-0.28
1.0852e-07,-0.288
1.0892e-07,-0.272
1.0932e-07,-0.272
1.0972e-07,-0.272
1.1012e-07,-0.288
1.1052e-07,-0.272
1.1092e-07,-0.248
1.1132e-07,-0.248
1.1172e-07,-0.232
1.1212e-07,-0.224
1.1252e-07,-0.224
1.1292e-07,-0.224
1.1332e-07,-0.208
1.1372e-07,-0.216
1.1412e-07,-0.208
1.1452e-07,-0.216
1.1492e-07,-0.224
1.1532e-07,-0.224
1.1572e-07,-0.224
1.1612e-07,-0.216
1.1652e-07,-0.224
1.1692e-07,-0.232
1.1732e-07,-0.24
1.1772e-07,-0.248
1.1812e-07,-0.248
1.1852e-07,-0.248
1.1892e-07,-0.264
1.1932e-07,-0.288
1.1972e-07,-0.296
1.2012e-07,-0.28
1.2052e-07,-0.264
1.2092e-07,-0.264
1.2132e-07,-0.272
1.2172e-07,-0.304
1.2212e-07,-0.32
1.2252e-07,-0.32
1.2292e-07,-0.32
1.2332e-07,-0.312
1.2372e-07,-0.32
1.2412e-07,-0.312
1.2452e-07,-0.328
1.2492e-07,-0.312
1.2532e-07,-0.304
1.2572e-07,-0.304
1.2612e-07,-0.304
1.2652e-07,-0.32
1.2692e-07,-0.32
1.2732e-07,-0.312
1.2772e-07,-0.296
1.2812e-07,-0.28
1.2852e-07,-0.28
1.2892e-07,-0.272
1.2932e-07,-0.264
1.2972e-07,-0.24
1.3012e-07,-0.248
1.3052e-07,-0.24
1.3092e-07,-0.24
1.3132e-07,-0.24
1.3172e-07,-0.24
1.3212e-07,-0.232
1.3252e-07,-0.224
1.3292e-07,-0.224
1.3332e-07,-0.232
1.3372e-07,-0.232
1.3412e-07,-0.24
1.3452e-07,-0.24
1.3492e-07,-0.232
1.3532e-07,-0.232
1.3572e-07,-0.256
1.3612e-07,-0.272
1.3652e-07,-0.28
1.3692e-07,-0.28
1.3732e-07,-0.288
1.3772e-07,-0.296
1.3812e-07,-0.32
1.3852e-07,-0.304
1.3892e-07,-0.312
1.3932e-07,-0.32
1.3972e-07,-0.32
1.4012e-07,-0.336
1.4052e-07,-0.352
1.4092e-07,-0.344
1.4132e-07,-0.344
1.4172e-07,-0.328
1.4212e-07,-0.328
1.4252e-07,-0.344
1.4292e-07,-0.352
1.4332e-07,-0.352
1.4372e-07,-0.344
1.4412e-07,-0.328
1.4452e-07,-0.328
1.4492e-07,-0.336
1.4532e-07,-0.336
1.4572e-07,-0.32
1.4612e-07,-0.312
1.4652e-07,-0.28
1.4692e-07,-0.288
1.4732e-07,-0.296
1.4772e-07,-0.288
1.4812e-07,-0.28
1.4852e-07,-0.272
1.4892e-07,-0.248
1.4932e-07,-0.248
1.4972e-07,-0.248
1.5012e-07,-0.248
1.5052e-07,-0.224
1.5092e-07,-0.216
1.5132e-07,-0.216
1.5172e-07,-0.24
1.5212e-07,-0.24
1.5252e-07,-0.248
1.5292e-07,-0.256
1.5332e-07,-0.256
1.5372e-07,-0.256
1.5412e-07,-0.272
1.5452e-07,-0.296
1.5492e-07,-0.304
1.5532e-07,-0.312
1.5572e-07,-0.312
1.5612e-07,-0.328
1.5652e-07,-0.336
1.5692e-07,-0.352
1.5732e-07,-0.352
1.5772e-07,-0.352
1.5812e-07,-0.352
1.5852e-07,-0.352
1.5892e-07,-0.36
1.5932e-07,-0.368
1.5972e-07,-0.368
1.6012e-07,-0.36
1.6052e-07,-0.352
1.6092e-07,-0.36
1.6132e-07,-0.376
1.6172e-07,-0.368
1.6212e-07,-0.352
1.6252e-07,-0.344
1.6292e-07,-0.328
1.6332e-07,-0.328
1.6372e-07,-0.328
1.6412e-07,-0.336
1.6452e-07,-0.312
1.6492e-07,-0.296
1.6532e-07,-0.28
1.6572e-07,-0.288
1.6612e-07,-0.296
1.6652e-07,-0.28
1.6692e-07,-0.264
1.6732e-07,-0.248
1.6772e-07,-0.24
1.6812e-07,-0.248
1.6852e-07,-0.248
1.6892e-07,-0.256
1.6932e-07,-0.256
1.6972e-07,-0.248
1.7012e-07,-0.264
1.7052e-07,-0.28
1.7092e-07,-0.296
1.7132e-07,-0.304
1.7172e-07,-0.304
1.7212e-07,-0.312
1.7252e-07,-0.328
1.7292e-07,-0.336
1.7332e-07,-0.352
1.7372e-07,-0.352
1.7412e-07,-0.344
1.7452e-07,-0.344
1.7492e-07,-0.352
1.7532e-07,-0.368
1.7572e-07,-0.376
1.7612e-07,-0.368
1.7652e-07,-0.352
1.7692e-07,-0.352
1.7732e-07,-0.368
1.7772e-07,-0.376
1.7812e-07,-0.384
1.7852e-07,-0.368
1.7892e-07,-0.352
1.7932e-07,-0.352
1.7972e-07,-0.352
1.8012e-07,-0.352
1.8052e-07,-0.344
1.8092e-07,-0.32
1.8132e-07,-0.32
1.8172e-07,-0.304
1.8212e-07,-0.312
1.8252e-07,-0.312
1.8292e-07,-0.304
1.8332e-07,-0.288
1.8372e-07,-0.272
1.8412e-07,-0.256
1.8452e-07,-0.256
1.8492e-07,-0.256
1.8532e-07,-0.248
1.8572e-07,-0.248
1.8612e-07,-0.24
1.8652e-07,-0.256
1.8692e-07,-0.272
1.8732e-07,-0.288
1.8772e-07,-0.288
1.8812e-07,-0.288
1.8852e-07,-0.304
1.8892e-07,-0.328
1.8932e-07,-0.336
1.8972e-07,-0.344
1.9012e-07,-0.352
1.9052e-07,-0.336
1.9092e-07,-0.336
1.9132e-07,-0.36
1.9172e-07,-0.376
1.9212e-07,-0.376
1.9252e-07,-0.36
1.9292e-07,-0.352
1.9332e-07,-0.344
1.9372e-07,-0.368
1.9412e-07,-0.376
1.9452e-07,-0.384
1.9492e-07,-0.368
1.9532e-07,-0.344
1.9572e-07,-0.352
1.9612e-07,-0.36
1.9652e-07,-0.352
1.9692e-07,-0.352
1.9732e-07,-0.336
1.9772e-07,-0.32
1.9812e-07,-0.312
1.9852e-07,-0.32
1.9892e-07,-0.32
1.9932e-07,-0.304
1.9972e-07,-0.288
2.0012e-07,-0.28
2.0052e-07,-0.272
2.0092e-07,-0.288
2.0132e-07,-0.28
2.0172e-07,-0.256
2.0212e-07,-0.248
2.0252e-07,-0.248
2.0292e-07,-0.264
2.0332e-07,-0.28
2.0372e-07,-0.288
2.0412e-07,-0.296
2.0452e-07,-0.296
2.0492e-07,-0.304
2.0532e-07,-0.32
2.0572e-07,-0.344
2.0612e-07,-0.352
2.0652e-07,-0.344
2.0692e-07,-0.336
2.0732e-07,-0.336
2.0772e-07,-0.352
2.0812e-07,-0.376
2.0852e-07,-0.376
2.0892e-07,-0.36
2.0932e-07,-0.352
2.0972e-07,-0.352
2.1012e-07,-0.376
2.1052e-07,-0.376
2.1092e-07,-0.376
2.1132e-07,-0.368
2.1172e-07,-0.36
2.1212e-07,-0.352
2.1252e-07,-0.36
2.1292e-07,-0.36
2.1332e-07,-0.352
2.1372e-07,-0.352
2.1412e-07,-0.336
2.1452e-07,-0.32
2.1492e-07,-0.32
2.1532e-07,-0.32
2.1572e-07,-0.304
2.1612e-07,-0.288
2.1652e-07,-0.272
2.1692e-07,-0.28
2.1732e-07,-0.28
2.1772e-07,-0.264
2.1812e-07,-0.256
2.1852e-07,-0.256
2.1892e-07,-0.248
2.1932e-07,-0.256
2.1972e-07,-0.264
2.2012e-07,-0.28
2.2052e-07,-0.272
2.2092e-07,-0.272
2.2132e-07,-0.28
2.2172e-07,-0.296
2.2212e-07,-0.328
2.2252e-07,-0.328
2.2292e-07,-0.344
2.2332e-07,-0.344
2.2372e-07,-0.344
2.2412e-07,-0.352
2.2452e-07,-0.352
2.2492e-07,-0.36
2.2532e-07,-0.36
2.2572e-07,-0.36
2.2612e-07,-0.368
2.2652e-07,-0.376
2.2692e-07,-0.376
2.2732e-07,-0.376
2.2772e-07,-0.368
2.2812e-07,-0.368
2.2852e-07,-0.376
2.2892e-07,-0.384
2.2932e-07,-0.376
2.2972e-07,-0.36
2.3012e-07,-0.352
2.3052e-07,-0.344
2.3092e-07,-0.352
2.3132e-07,-0.352
2.3172e-07,-0.352
2.3212e-07,-0.328
2.3252e-07,-0.312
2.3292e-07,-0.304
2.3332e-07,-0.304
2.3372e-07,-0.304
2.3412e-07,-0.296
2.3452e-07,-0.28
2.3492e-07,-0.272
2.3532e-07,-0.264
2.3572e-07,-0.256
2.3612e-07,-0.264
2.3652e-07,-0.28
2.3692e-07,-0.256
2.3732e-07,-0.256
2.3772e-07,-0.272
2.3812e-07,-0.288
2.3852e-07,-0.304
2.3892e-07,-0.312
2.3932e-07,-0.32
2.3972e-07,-0.328
2.4012e-07,-0.352
2.4052e-07,-0.36
2.4092e-07,-0.368
2.4132e-07,-0.36
2.4172e-07,-0.36
2.4212e-07,-0.36
2.4252e-07,-0.376
2.4292e-07,-0.384
2.4332e-07,-0.384
2.4372e-07,-0.384
2.4412e-07,-0.368
2.4452e-07,-0.36
2.4492e-07,-0.376
2.4532e-07,-0.392
2.4572e-07,-0.392
2.4612e-07,-0.376
2.4652e-07,-0.36
2.4692e-07,-0.36
2.4732e-07,-0.36
2.4772e-07,-0.368
2.4812e-07,-0.36
2.4852e-07,-0.352
2.4892e-07,-0.328
2.4932e-07,-0.32
2.4972e-07,-0.32
2.5012e-07,-0.32
2.5052e-07,-0.312
2.5092e-07,-0.304
2.5132e-07,-0.28
2.5172e-07,-0.28
2.5212e-07,-0.272
2.5252e-07,-0.272
2.5292e-07,-0.264
2.5332e-07,-0.264
2.5372e-07,-0.256
2.5412e-07,-0.264
2.5452e-07,-0.288
2.5492e-07,-0.288
2.5532e-07,-0.296
2.5572e-07,-0.304
2.5612e-07,-0.304
2.5652e-07,-0.336
2.5692e-07,-0.352
2.5732e-07,-0.36
2.5772e-07,-0.36
2.5812e-07,-0.352
2.5852e-07,-0.352
2.5892e-07,-0.368
2.5932e-07,-0.376
2.5972e-07,-0.384
2.6012e-07,-0.376
2.6052e-07,-0.368
2.6092e-07,-0.368
2.6132e-07,-0.376
2.6172e-07,-0.392
2.6212e-07,-0.384
2.6252e-07,-0.384
2.6292e-07,-0.376
2.6332e-07,-0.36
2.6372e-07,-0.376
2.6412e-07,-0.368
2.6452e-07,-0.368
2.6492e-07,-0.352
2.6532e-07,-0.336
2.6572e-07,-0.336
2.6612e-07,-0.336
2.6652e-07,-0.328
2.6692e-07,-0.312
2.6732e-07,-0.304
2.6772e-07,-0.272
2.6812e-07,-0.28
2.6852e-07,-0.288
2.6892e-07,-0.28
2.6932e-07,-0.272
2.6972e-07,-0.256
2.7012e-07,-0.256
2.7052e-07,-0.264
2.7092e-07,-0.288
2.7132e-07,-0.296
2.7172e-07,-0.296
2.7212e-07,-0.296
2.7252e-07,-0.296
2.7292e-07,-0.328
2.7332e-07,-0.352
2.7372e-07,-0.36
2.7412e-07,-0.36
2.7452e-07,-0.352
2.7492e-07,-0.352
2.7532e-07,-0.36
2.7572e-07,-0.376
2.7612e-07,-0.392
2.7652e-07,-0.376
2.7692e-07,-0.368
2.7732e-07,-0.36
2.7772e-07,-0.384
2.7812e-07,-0.384
2.7852e-07,-0.392
2.7892e-07,-0.384
2.7932e-07,-0.376
2.7972e-07,-0.36
2.8012e-07,-0.376
2.8052e-07,-0.384
2.8092e-07,-0.36
2.8132e-07,-0.352
2.8172e-07,-0.352
2.8212e-07,-0.352
2.8252e-07,-0.352
2.8292e-07,-0.344
2.8332e-07,-0.328
2.8372e-07,-0.312
2.8412e-07,-0.296
2.8452e-07,-0.288
2.8492e-07,-0.296
2.8532e-07,-0.296
2.8572e-07,-0.28
2.8612e-07,-0.264
2.8652e-07,-0.256
2.8692e-07,-0.264
2.8732e-07,-0.272
2.8772e-07,-0.272
2.8812e-07,-0.28
2.8852e-07,-0.28
2.8892e-07,-0.272
2.8932e-07,-0.296
2.8972e-07,-0.312
2.9012e-07,-0.32
2.9052e-07,-0.344
2.9092e-07,-0.344
2.9132e-07,-0.352
2.9172e-07,-0.368
2.9212e-07,-0.368
2.9252e-07,-0.376
2.9292e-07,-0.376
2.9332e-07,-0.368
2.9372e-07,-0.376
2.9412e-07,-0.392
2.9452e-07,-0.384
2.9492e-07,-0.376
2.9532e-07,-0.376
2.9572e-07,-0.376
2.9612e-07,-0.376
2.9652e-07,-0.392
2.9692e-07,-0.384
2.9732e-07,-0.368
2.9772e-07,-0.352
2.9812e-07,-0.352
2.9852e-07,-0.352
2.9892e-07,-0.36
2.9932e-07,-0.36
2.9972e-07,-0.336
3.0012e-07,-0.32
3.0052e-07,-0.312
3.0092e-07,-0.312
3.0132e-07,-0.312
3.0172e-07,-0.304
3.0212e-07,-0.288
3.0252e-07,-0.28
3.0292e-07,-0.272
3.0332e-07,-0.272
3.0372e-07,-0.272
3.0412e-07,-0.272
3.0452e-07,-0.264
3.0492e-07,-0.256
3.0532e-07,-0.272
3.0572e-07,-0.288
3.0612e-07,-0.312
3.0652e-07,-0.304
3.0692e-07,-0.312
3.0732e-07,-0.328
3.0772e-07,-0.344
3.0812e-07,-0.368
3.0852e-07,-0.368
3.0892e-07,-0.36
3.0932e-07,-0.352
3.0972e-07,-0.352
3.1012e-07,-0.36
3.1052e-07,-0.384
3.1092e-07,-0.392
3.1132e-07,-0.384
3.1172e-07,-0.376
3.1212e-07,-0.36
3.1252e-07,-0.384
3.1292e-07,-0.4
3.1332e-07,-0.392
3.1372e-07,-0.384
3.1412e-07,-0.368
3.1452e-07,-0.36
3.1492e-07,-0.36
3.1532e-07,-0.368
3.1572e-07,-0.368
3.1612e-07,-0.36
3.1652e-07,-0.344
3.1692e-07,-0.328
3.1732e-07,-0.336
3.1772e-07,-0.328
3.1812e-07,-0.32
3.1852e-07,-0.296
3.1892e-07,-0.296
3.1932e-07,-0.272
3.1972e-07,-0.28
3.2012e-07,-0.28
3.2052e-07,-0.264
3.2092e-07,-0.264
3.2132e-07,-0.248
3.2172e-07,-0.264
3.2212e-07,-0.272
3.2252e-07,-0.288
3.2292e-07,-0.288
3.2332e-07,-0.288
3.2372e-07,-0.288
3.2412e-07,-0.32
3.2452e-07,-0.352
3.2492e-07,-0.36
3.2532e-07,-0.36
3.2572e-07,-0.352
3.2612e-07,-0.352
3.2652e-07,-0.36
3.2692e-07,-0.368
3.2732e-07,-0.384
3.2772e-07,-0.384
3.2812e-07,-0.368
3.2852e-07,-0.368
3.2892e-07,-0.368
3.2932e-07,-0.384
3.2972e-07,-0.384
3.3012e-07,-0.384
3.3052e-07,-0.376
3.3092e-07,-0.368
3.3132e-07,-0.376
3.3172e-07,-0.36
3.3212e-07,-0.368
3.3252e-07,-0.36
3.3292e-07,-0.352
3.3332e-07,-0.352
3.3372e-07,-0.352
3.3412e-07,-0.344
3.3452e-07,-0.336
3.3492e-07,-0.32
3.3532e-07,-0.288
3.3572e-07,-0.296
3.3612e-07,-0.296
3.3652e-07,-0.288
3.3692e-07,-0.28
3.3732e-07,-0.256
3.3772e-07,-0.256
3.3812e-07,-0.256
3.3852e-07,-0.272
3.3892e-07,-0.272
3.3932e-07,-0.272
3.3972e-07,-0.264
3.4012e-07,-0.28
3.4052e-07,-0.288
3.4092e-07,-0.32
3.4132e-07,-0.328
3.4172e-07,-0.336
3.4212e-07,-0.344
3.4252e-07,-0.344
3.4292e-07,-0.36
3.4332e-07,-0.368
3.4372e-07,-0.368
3.4412e-07,-0.36
3.4452e-07,-0.36
3.4492e-07,-0.368
3.4532e-07,-0.376
3.4572e-07,-0.376
3.4612e-07,-0.384
3.4652e-07,-0.376
3.4692e-07,-0.368
3.4732e-07,-0.376
3.4772e-07,-0.392
3.4812e-07,-0.384
3.4852e-07,-0.376
3.4892e-07,-0.36
3.4932e-07,-0.352
3.4972e-07,-0.352
3.5012e-07,-0.36
3.5052e-07,-0.36
3.5092e-07,-0.352
3.5132e-07,-0.328
3.5172e-07,-0.304
3.5212e-07,-0.304
3.5252e-07,-0.312
3.5292e-07,-0.304
3.5332e-07,-0.296
3.5372e-07,-0.272
3.5412e-07,-0.264
3.5452e-07,-0.264
3.5492e-07,-0.272
3.5532e-07,-0.264
3.5572e-07,-0.256
3.5612e-07,-0.264
3.5652e-07,-0.256
3.5692e-07,-0.272
3.5732e-07,-0.288
3.5772e-07,-0.296
3.5812e-07,-0.296
3.5852e-07,-0.296
3.5892e-07,-0.32
3.5932e-07,-0.344
3.5972e-07,-0.352
3.6012e-07,-0.36
3.6052e-07,-0.352
3.6092e-07,-0.344
3.6132e-07,-0.352
3.6172e-07,-0.368
3.6212e-07,-0.376
3.6252e-07,-0.376
3.6292e-07,-0.376
3.6332e-07,-0.368
3.6372e-07,-0.36
3.6412e-07,-0.376
3.6452e-07,-0.384
3.6492e-07,-0.4
3.6532e-07,-0.376
3.6572e-07,-0.36
3.6612e-07,-0.368
3.6652e-07,-0.368
3.6692e-07,-0.36
3.6732e-07,-0.352
3.6772e-07,-0.352
3.6812e-07,-0.336
3.6852e-07,-0.344
3.6892e-07,-0.336
3.6932e-07,-0.32
3.6972e-07,-0.304
3.7012e-07,-0.296
3.7052e-07,-0.288
3.7092e-07,-0.296
3.7132e-07,-0.28
3.7172e-07,-0.272
3.7212e-07,-0.256
3.7252e-07,-0.256
3.7292e-07,-0.256
3.7332e-07,-0.264
3.7372e-07,-0.288
3.7412e-07,-0.272
3.7452e-07,-0.28
3.7492e-07,-0.272
3.7532e-07,-0.296
3.7572e-07,-0.32
3.7612e-07,-0.328
3.7652e-07,-0.352
3.7692e-07,-0.352
3.7732e-07,-0.352
3.7772e-07,-0.352
3.7812e-07,-0.36
3.7852e-07,-0.376
3.7892e-07,-0.376
3.7932e-07,-0.376
3.7972e-07,-0.368
3.8012e-07,-0.376
3.8052e-07,-0.376
3.8092e-07,-0.392
3.8132e-07,-0.392
3.8172e-07,-0.376
3.8212e-07,-0.376
3.8252e-07,-0.384
3.8292e-07,-0.392
3.8332e-07,-0.384
3.8372e-07,-0.368
3.8412e-07,-0.36
3.8452e-07,-0.352
3.8492e-07,-0.368
3.8532e-07,-0.368
3.8572e-07,-0.352
3.8612e-07,-0.336
3.8652e-07,-0.32
3.8692e-07,-0.312
3.8732e-07,-0.312
3.8772e-07,-0.312
3.8812e-07,-0.304
3.8852e-07,-0.28
3.8892e-07,-0.272
3.8932e-07,-0.264
3.8972e-07,-0.28
3.9012e-07,-0.272
3.9052e-07,-0.272
3.9092e-07,-0.272
3.9132e-07,-0.272
3.9172e-07,-0.272
3.9212e-07,-0.312
3.9252e-07,-0.312
3.9292e-07,-0.312
3.9332e-07,-0.328
3.9372e-07,-0.344
3.9412e-07,-0.352
3.9452e-07,-0.368
3.9492e-07,-0.376
3.9532e-07,-0.368
3.9572e-07,-0.368
3.9612e-07,-0.36
3.9652e-07,-0.376
3.9692e-07,-0.4
3.9732e-07,-0.392
3.9772e-07,-0.384
3.9812e-07,-0.376
3.9852e-07,-0.376
3.9892e-07,-0.4
3.9932e-07,-0.4
3.9972e-07,-0.4
4.0012e-07,-0.384
4.0052e-07,-0.376
4.0092e-07,-0.368
4.0132e-07,-0.376
4.0172e-07,-0.376
4.0212e-07,-0.368
4.0252e-07,-0.352
4.0292e-07,-0.344
4.0332e-07,-0.328
4.0372e-07,-0.336
4.0412e-07,-0.328
4.0452e-07,-0.32
4.0492e-07,-0.312
4.0532e-07,-0.304
4.0572e-07,-0.28
4.0612e-07,-0.288
4.0652e-07,-0.272
4.0692e-07,-0.272
4.0732e-07,-0.272
4.0772e-07,-0.264
4.0812e-07,-0.288
4.0852e-07,-0.304
4.0892e-07,-0.312
4.0932e-07,-0.312
4.0972e-07,-0.312
4.1012e-07,-0.336
4.1052e-07,-0.352
4.1092e-07,-0.376
4.1132e-07,-0.376
4.1172e-07,-0.368
4.1212e-07,-0.36
4.1252e-07,-0.368
4.1292e-07,-0.384
4.1332e-07,-0.408
4.1372e-07,-0.4
4.1412e-07,-0.384
4.1452e-07,-0.376
4.1492e-07,-0.384
4.1532e-07,-0.4
4.1572e-07,-0.4
4.1612e-07,-0.408
4.1652e-07,-0.392
4.1692e-07,-0.376
4.1732e-07,-0.376
4.1772e-07,-0.392
4.1812e-07,-0.384
4.1852e-07,-0.376
4.1892e-07,-0.36
4.1932e-07,-0.352
4.1972e-07,-0.352
4.2012e-07,-0.352
4.2052e-07,-0.344
4.2092e-07,-0.328
4.2132e-07,-0.304
4.2172e-07,-0.296
4.2212e-07,-0.296
4.2252e-07,-0.304
4.2292e-07,-0.296
4.2332e-07,-0.272
4.2372e-07,-0.264
4.2412e-07,-0.264
4.2452e-07,-0.272
4.2492e-07,-0.296
4.2532e-07,-0.296
4.2572e-07,-0.304
4.2612e-07,-0.288
4.2652e-07,-0.312
4.2692e-07,-0.336
4.2732e-07,-0.36
4.2772e-07,-0.368
4.2812e-07,-0.368
4.2852e-07,-0.368
4.2892e-07,-0.352
4.2932e-07,-0.376
4.2972e-07,-0.392
4.3012e-07,-0.392
4.3052e-07,-0.392
4.3092e-07,-0.384
4.3132e-07,-0.376
4.3172e-07,-0.392
4.3212e-07,-0.408
4.3252e-07,-0.4
4.3292e-07,-0.392
4.3332e-07,-0.392
4.3372e-07,-0.384
4.3412e-07,-0.392
4.3452e-07,-0.384
4.3492e-07,-0.384
4.3532e-07,-0.368
4.3572e-07,-0.36
4.3612e-07,-0.368
4.3652e-07,-0.368
4.3692e-07,-0.352
4.3732e-07,-0.336
4.3772e-07,-0.32
4.3812e-07,-0.312
4.3852e-07,-0.32
4.3892e-07,-0.32
4.3932e-07,-0.304
4.3972e-07,-0.296
4.4012e-07,-0.28
4.4052e-07,-0.272
4.4092e-07,-0.272
4.4132e-07,-0.288
4.4172e-07,-0.296
4.4212e-07,-0.296
4.4252e-07,-0.296
4.4292e-07,-0.296
4.4332e-07,-0.328
4.4372e-07,-0.344
4.4412e-07,-0.352
4.4452e-07,-0.36
4.4492e-07,-0.36
4.4532e-07,-0.368
4.4572e-07,-0.376
4.4612e-07,-0.392
4.4652e-07,-0.392
4.4692e-07,-0.4
4.4732e-07,-0.392
4.4772e-07,-0.392
4.4812e-07,-0.408
4.4852e-07,-0.4
4.4892e-07,-0.4
4.4932e-07,-0.4
4.4972e-07,-0.392
4.5012e-07,-0.4
4.5052e-07,-0.408
4.5092e-07,-0.392
4.5132e-07,-0.384
4.5172e-07,-0.36
4.5212e-07,-0.36
4.5252e-07,-0.384
4.5292e-07,-0.368
4.5332e-07,-0.368
4.5372e-07,-0.344
4.5412e-07,-0.336
4.5452e-07,-0.32
4.5492e-07,-0.328
4.5532e-07,-0.328
4.5572e-07,-0.312
4.5612e-07,-0.304
4.5652e-07,-0.28
4.5692e-07,-0.272
4.5732e-07,-0.288
4.5772e-07,-0.288
4.5812e-07,-0.288
4.5852e-07,-0.288
4.5892e-07,-0.288
4.5932e-07,-0.296
4.5972e-07,-0.328
4.6012e-07,-0.344
4.6052e-07,-0.344
4.6092e-07,-0.352
4.6132e-07,-0.352
4.6172e-07,-0.368
4.6212e-07,-0.384
4.6252e-07,-0.392
4.6292e-07,-0.392
4.6332e-07,-0.384
4.6372e-07,-0.384
4.6412e-07,-0.392
4.6452e-07,-0.408
4.6492e-07,-0.408
4.6532e-07,-0.4
4.6572e-07,-0.392
4.6612e-07,-0.384
4.6652e-07,-0.408
4.6692e-07,-0.416
4.6732e-07,-0.408
4.6772e-07,-0.392
4.6812e-07,-0.376
4.6852e-07,-0.368
4.6892e-07,-0.384
4.6932e-07,-0.392
4.6972e-07,-0.376
4.7012e-07,-0.36
4.7052e-07,-0.344
4.7092e-07,-0.336
4.7132e-07,-0.336
4.7172e-07,-0.328
4.7212e-07,-0.328
4.7252e-07,-0.304
4.7292e-07,-0.288
4.7332e-07,-0.28
4.7372e-07,-0.288
4.7412e-07,-0.288
4.7452e-07,-0.288
